OBJECTID,ID_CD,PO_CD,CLASS_CD,SEQNO,KOR_NM,ENG_NM,DSTRC_NM,APPN_NO,CRLTS_CO,CRLTS_QY,AREA,LNM_ADRES,RDNMADR,CRLTS_SE,CRLTS_CL,SPCFC_NM,ERA_SE,PRSRV_SE,OWNER_NM,MNGR_NM,MNTRNG_YN,PROGRM_SE,ELEVATION,LONGITUDE,LATITUDE,SYMBOL_CD,INTRO
178,160211140032,1602,1114,0032,용부원봉수,Yongbuwon Bongsu,죽령지구,,1,1,240.00000000000,충북 단양군 대강면 용부원리 산21도,,교통통신유적,봉수,자연환경지구,삼국시대,3,국유지(국토해양부),단양군,1,3,470.00000000000,128.41138890000,36.90944440000,Y,용부원 봉수대는 삼국시대에 조성된 것으로 보이는데 지형적으로 도로 및 계곡과 가장 가까우며 봉수와 산성이 함께 있는 곳이다.
179,160211140045,1602,1114,0045,용부원산성,Yongbuwon mountain castle,죽령지구,,1,1,480.00000000000,충북 단양군 대강면 용부원리 산21도,,정치국방유적,성곽(성책),자연환경지구,삼국시대,3,국유지(국토해양부),단양군,1,3,470.00000000000,128.41138890000,36.90944440000,Y,용부원산성은 단양군 대강면 용부원리 해발 621m의 죽령산성과 죽령봉수 연화봉과 도솔봉이 보이는 곳에 있다. 특히 공문산성과 연결되며 적성산성까지도 관망이 용이한 지역이다. 성아래는 5번 국도가 지나고 있고 중앙선 철도의 죽령터널이 발아래 들어온다.
180,160211140041,1602,1114,0041,죽령과 죽지의 탄생설화,Jukryeong and jukji of birth narratives,죽령지구,,1,1,0.00000000000,충북 단양군 대강면 용부원리 산13-8,,무형,"설화(전설,민담)",자연환경지구,삼국시대,3,없음,윤수경,0,3,730.00000000000,128.43444440000,36.90222220000,Y,대강면 용부원리 죽령고개에(해발 689m)에 내려오는 전설이다. 삼국유사 효소왕대 죽지랑조에서 삼한병란이 일어났을 때의 일이다. 술종공이 기병 삼천을 거느리고 삭주도독사로 부임차 가게 되어 죽령에 이르렀을 때 그곳에 한 젊은 거사가 고갯길을 닦고 있었다.
181,160211140031,1602,1114,0031,신기산성,Singi mountain castle,죽령지구,,1,1,285.00000000000,충북 단양군 대강면 용부원리,,정치국방유적,성곽(성책),자연환경지구,삼국시대,3,국유지(산림청),단양군,0,3,655.00000000000,128.43250000000,36.90694440000,Y,보국사지 바로 뒷산에 있는 신기산성은 죽령옛길인 신기리골 해발 525m에서 5번국도 해발 652m까지 걸쳐 있다. 절을 보호하거나 군사를 훈련시키던 곳으로 추정된다. 봉수대를 중심으로 보국사지 방향으로 110m 가량 성벽이 남아있다.
182,160211140034,1602,1114,0034,도솔산성,Dosol mountain castle,죽령지구,,1,1,120.00000000000,충북 단양군 대강면 사동리 산1-1,,정치국방유적,성곽(성책),자연보존지구,삼국시대,3,국유지(산림청),단양군,0,3,1160.00000000000,128.44558330000,36.86519440000,Y,이 산성은 백두대간(白頭大幹) 능선 고갯길의 하나인 도솔봉(해발1314m)을 중심으로 축조된 석성이다. 성의 정확한 축조시대는 알 수 없으나 축성방법으로 보아 삼국시대의 것으로 추정되며 문헌기록은 『신증동국여지승람』에 도솔산성은 죽령 아래 있다 라는 기록된다.
183,160211140035,1602,1114,0035,묘적사폐사와성지골,Myojeoksa pyesa and seongjigol,죽령지구,,1,1,1200.00000000000,충북 단양군 대강면 사동리 산1-1,,무형,"설화(전설,민담)",자연환경지구,시대미상,3,없음,윤수경,0,3,980.00000000000,128.44555560000,36.85166670000,Y,묘적사는 여지도서와 호서읍지에 기록된 고찰이다. 단양과 경상도를 오가는 길목이었고 1960년대엔 부도가 있었다. 부도는 산판 길에 도난당했고 빈터만 남아있다. 다만 스님의 무사안일과 살생에 대한 참극을 그냥 방치했던 묘적사의 폐사 전설이 전한다.
184,160211140029,1602,1114,0029,덕촌리 소금무지행사,Deokchonri salt mujievents,공원외,,1,1,0.00000000000,충북 단양군 대강면 덕촌리,,무형,"의식(제례,세시풍속)",공원인근지역,시대미상,3,덕촌리 마을행사,덕촌리 이장,0,3,340.00000000000,128.39055560000,36.84750000000,Y,소금무지행사는 화기가 강한곳에서 불의 기운을 눌러주어 산불 등이 나지 않도록 기원하는 행사이다. 예전에는 마을 북동방향에 있는 산에 매년 이월 초하루에 소금과 메주를 산정상에 있는 항아리에 묻었으나 노령화로 인해 물오리나무로 만든 오리를 세우는것.
185,160211140030,1602,1114,0030,향산리 면위실 성황제,Hyangsanri myeonwisil seonghwangje,공원외,,1,1,0.00000000000,충북 단양군 가곡면 향산리,,무형,"의식(제례,세시풍속)",공원인근지역,시대미상,2,향산리 마을 주민,조종용,0,3,385.00000000000,128.45555560000,37.02611110000,Y,면위곡에서는 해마다 음력 정월 열하룻날 마을의 편안과 주민들이 건강하기를 바라는 마음에서 서낭제를 지낸다. '서낭당'은 군간머리에서 면위실로 들어가는 길 왼편에 있다. 당집은 길에서 1미터 가량 높은 곳에 있으며 그 주변에 여러 그루의 고목이 서있다.
186,160211140023,1602,1114,0023,업구렁이와 욕심에 얽힌 이야기,The tangled story of greed and up constrictor,공원인근,,1,1,0.00000000000,충북 단양군 가곡면 보발리,,무형,"설화(전설,민담)",공원인근지역,시대미상,2,없음,없음,0,3,545.00000000000,128.46833330000,37.01777780000,Y,"집안의 영물로 여기던 구렁이와 관련된 이야기다. 가곡면에 살고 있던 김씨에게 부귀를 안기는 구렁이를 잘 대접해서 번창했으나, 영물을 귀히 여기지 않게 되자 구렁이는 다른 집으로 가고 말았고 김씨 집은 가세가 기울었다는 이야기로 권선징악적인 교훈을 담고있다."
187,160211140027,1602,1114,0027,소백산 신선봉 바둑판 바위(돌바둑판),Sobaeksan Sinseonnbong checkerboard rock,자연보존지구,,1,1,6.00000000000,충북 단양군 가곡면 보발리,,기타유형,회화,자연보존지구,고려시대,3,없음,없음,1,3,1365.00000000000,128.50916670000,36.99305560000,Y,"소백산의 비로봉, 국망봉 등과 함께 주봉의 하나인 신선봉 정상에는 바둑선을 새겨놓은 바위가 있다."
188,160211140028,1602,1114,0028,의풍봉수,Uipung Bongsu,자연환경지구,,1,1,0.00000000000,충북 단양군 영춘면 의풍리,,교통통신유적,도로,자연환경지구,삼국시대,3,산림청,단양군,1,3,540.00000000000,128.61777780000,37.05383060000,Y,의풍봉수는 충북 단양군 영춘면 의풍리 어은동마을 해발 513에 위치해 있으며 석축으로 삼국시대에 축성된 것으로 추정된다. 강원도 영월군 회암봉수에서 연락을 받아 배틀재를 넘어서 한강변의 마을로 연결되는 중요 봉수였다.
189,160211140033,1602,1114,0033,대어구산성,Daeeogu mountain castle,남천지구,,1,1,200.00000000000,충북 단양군 영춘면 남천리 산60-1,,정치국방유적,성곽(성책),자연환경지구,삼국시대,3,국유지(산림청),단양군,0,3,560.00000000000,128.51086110000,37.03277780000,Y,대어구 산성은 영춘면 대어구의 해발 600m에 'ㄷ' 자 형태의 모서리 부분에 석축을 쌓아서 적은 힘으로도 효율적인 공격효과를 얻을 수 있는 곳에 쌓은 산성이다. 성에서는 청자잔과 기와 등이 출토되고 있다.
190,190111020011,1901,1102,0011,경주 남산 불곡 마애여래좌상,Namsan Bulgok Seokbul Jwasang,남산지구,제198호,1,1,0.00000000000,경북 경주시 인왕동 산56,,종교신앙유적,불상,자연환경지구,신라,1,국유,경주시,1,1,141.83000000000,129.23027780000,35.81916670000,Y,경주 남산의 동쪽 기슭에 남향하여 위치한 이 불상은 높이 320㎝의 커다란 바위 면에 높이 약 150㎝ 깊이 약 60㎝로 굴착한 감실 안에 조각되어 있다. 감실 중앙에 불상은 우측 어깨와 좌측 무릎이 일부 파손된 것을 빼고는 거의 완전한 형태로 남아 있다.
191,190111020006,1901,1102,0006,경주 남산 미륵곡 석조여래좌상,Namsan Myreukgok Seokbul Jwasang,남산지구,제136호,1,1,0.00000000000,경북 경주시 배반동 산67,경상북도 경주시 갯마을길 41-30,종교신앙유적,불상,자연환경지구,통일신라,1,국유,경주시,1,1,196.64000000000,129.23533940000,35.81218720000,Y,경주 남산 동쪽 기슭 보리사에 있는 이 불상은 대좌와 광배를 모두 갖추고 있는 완전한 형태를 주목 받고 있다. 불두는 별도로 조각하여 얹었으며 불두에 큼직한 육계가 솟아 있고 두발은 나발이다.
192,190111080006,1901,1108,0006,보리사 마애석불,Borisa Carved Stone Buddha,남산지구,제193호,1,1,0.00000000000,경북 경주시 배반동 산66-2,,종교신앙유적,불상,자연환경지구,통일신라,1,보리사,보리사,0,1,200.82000000000,129.23555560000,35.81138890000,Y,경주시 배반동 동쪽을 향한 높이 2m의 바위벽에 새긴 마애불이다. 바위벽을 얕게 파낸 높이 1.5m의 감실(龕室)과 같은 공간을 만들고 그 안에 약 0.9m 정도의 작은 부처를 도드라지게 새겼다.
193,190111140013,1901,1114,0013,경주남산 국사곡 제7사지축대및탑재,Namsan guksagok 7th saji chukdae and tapjae,남산지구,,1,5,0.00000000000,경북 경주시 남산동 산37-1,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,358.71000000000,129.23027780000,35.79472220000,Y,"국사곡 제5사지에서 상사암 방향으로 약 200m정도 가면 신우대와 칡 덩쿨이 엉켜 있는 곳에 축대 2곳이 있는데, 이곳이 국사곡 제7사지이다. 하단의 축대는ㄴ자형으로 길이가 17m이며, 절터에는 옥개석 1매, 탑신석 1매, 초석 1매가 있다."
194,190111140012,1901,1114,0012,철와곡 제2사지 축대 및 석등자리,Cheolhuagok 2nd saji chukdae and seokdeungjari,남산지구,,1,2,0.00000000000,경북 경주시 남산동 산 36-1,,종교신앙유적,사지,자연환경지구,통일신라,1,국유,경주시,1,1,310.07000000000,129.23416670000,35.79638890000,Y,"철와곡 제1사지에서 남쪽 산등성이를 넘어 약 250m지점에 있다. 신우대가 들어찬 사지에는 동쪽 방향으로 축대를 쌓았다. 축대의 석축은 2단인데, 상단 축대는 현재 신우대 등으로 정확한 규모를 알 수 없고 하단 축대는 자연석으로 석축을 쌓고 있다."
195,190111140014,1901,1114,0014,경주남산국사곡 연화대석,Namsan guksagok yeonhwadaeseok,남산지구,,1,2,0.00000000000,경북 경주시 남산동 산36-1,,종교신앙유적,기타,자연환경지구,통일신라,1,국유,경주시,1,1,307.88000000000,129.23416670000,35.79444440000,Y,"국사곡 제4사지 삼층석탑 아래에는 이 사찰에서 사용된 대좌편이 있다. 대좌의 하대석과 상대석으로 추정되는데, 팔각형 하대석은 현재 절반 정도만 남아있다. 이 하대석 측면에는 안상이 조각되어 있고, 윗면에는 2단의 복련 괴임이 있다."
196,190111140015,1901,1114,0015,경주남산국사곡삼층석탑,Namsan guksagok samcheungseoktap,남산지구,,1,1,0.00000000000,경북 경주시 남산동 산36-1,,종교신앙유적,불탑,자연환경지구,통일신라,1,국유,경주시,1,1,305.40000000000,129.23444440000,35.79456440000,Y,"국사곡 제4사지와 계곡을 사이에 두고 복원된 삼층석탑이 있다. 원래 무너져 있던 것을 발굴조사 후 2002년에 복원하였다. 지대석 4매와 각형의 기단면석받침을 두고, 기단갑석은 4매로 부연이 있으며, 상면에 탑신받침이 놓이도록 한 홈이 있다."
197,190111140084,1901,1114,0084,경주 남산 포석곡 사리탑,Namsan poseokgok saritap,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,300.30000000000,129.22583330000,35.79944440000,Y,"사리탑은 대석의 크기가 77×75.5㎝, 대석안의 크기는 63×62㎝, 원형지름은 25㎝, 몸돌길이는 60㎝ 정도이며 오솔길 옆에 방치되어 있다. 원래의 위치가 늠비봉 석탑 안이었지의 여부는 알 수 없으나 만일 석탑 안에 있었다면 사리함으로 볼 수 있다."
198,190111140083,1901,1114,0083,경주 남산 포석계 늠비봉 오층석탑,Namsan poseokgye neumbibong ohcheungseoktap,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,282.13000000000,129.22555560000,35.80000000000,Y,포석곡 늠비봉 오층석탑은 자연암반을 기초로 한 사각형의 단층기단 위에 올린 오층석탑으로 2002년에 복원했다. 경상도 지역에서는 드물게 신라시대 석탑양식을 벗어나 백제의 석탑양식을 도입한 통일신라말~고려시대 초기의 석탑이다.
199,190111140085,1901,1114,0085,경주 남산 포석곡 제6사지 부흥사 소불,Namsan poseokgok 6th saji buheungsa sobul,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연보존지구,조선시대,1,국유,경주시,1,1,260.40000000000,129.22583330000,35.80138890000,Y,늠비봉 석탑 아래 부흥사라는 암자가 있으며 근세에 만들어진 크기 75㎝의 작은 소불 있으나 훼손이 심하며 옆에는 산신을 모셔둔 감실이 인공으로 만들어져 있다.
200,190111140088,1901,1114,0088,경주 남산 포석곡 제5사지 마애여래좌상(황금마애불),Namsan poseokgok 5th saji maaeyeoraejwasang,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,211.95000000000,129.22388890000,35.80269440000,Y,포석정에서 순환도로를 오르면 부흥사 입구 주차장에서 오른쪽으로 난 소로를 따라 130m정도 내려가면 분묘가 있는데 그곳이 포석곡 제5사지의 건물지로 추정되며 그 바로 아래에 황금불상으로 불리는 마애여래좌상이 있다.
201,190111140078,1901,1114,0078,경주 남산 삼릉계곡 제1사지 탑재 및 불상,Samneunggok The first limb mount and Buddhas,남산지구,,1,4,0.00000000000,경북 경주시 내남면 배동 산73-1,,종교신앙유적,사지,자연환경지구,통일신라,1,국유,경주시,1,1,132.21000000000,129.21233330000,35.79291670000,Y,삼릉계곡의 입구에는 3기의 왕릉인 신라 8대 아달라왕릉 53대 신덕왕릉 54대 경명왕릉이 있어 삼릉이라 부르며 여름에도 냉기가 도는 깊은 계곡이라 냉곡(冷谷)으로 부른다. 계곡 아래쪽에서 발견된 옥개석과 탑신석을 현재는 등산로 길 옆에 모아둔 상태이다.
202,190111080005,1901,1108,0005,삼릉계곡 마애관음보살상,Samneunggok Maaegwaneum Bodhisattva Statue,남산지구,제19호,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연환경지구,통일신라,2,국유,경주시,1,1,158.52000000000,129.21478270000,35.79760740000,Y,경주 남산 삼릉계곡에 있는 돌기둥(석주 石柱) 모양의 암벽 남면에 돋을새김(양각 陽刻)한 이 불상은 관음보살상(觀音菩薩像)으로 연화(蓮華)무늬 대좌 위에 직립하고 있다.
203,190111140079,1901,1114,0079,경주 남산 삼릉곡 제2사지 석조여래좌상,Samneunggok Second limb stone Buddha,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산69,,종교신앙유적,불상,자연환경지구,통일신라,1,국유,경주시,1,1,156.78000000000,129.21477780000,35.79694440000,Y,삼릉에서 계곡을 따라 약 300m정도 올라가면 바위위에 목 없는 불상이 앉아있는데 삼릉곡 제2사지 석조여래좌상이다. 불상의 높이 198㎝ 무릎 너비150 어깨너비 136㎝ 되는 큰 좌불이다.
204,190111080012,1901,1108,0012,삼릉계곡선각육존불,Samneunggok Seongak Yukjonbulsang,남산지구,제21호,1,6,0.00000000000,경북 경주시 배동 산70,,종교신앙유적,불상,자연환경지구,통일신라,2,국유,경주시,1,1,189.46000000000,129.21607830000,35.79634580000,Y,자연 암벽의 동서 양벽에 각각 마애삼존상을 선으로 새겨 넣은 6존상이다. 오른쪽 삼존상의 본존은 석가여래로서 좌상(坐像)이며 그 좌우의 협시보살은 연꽃을 밟고 본존을 향하여 서 있다.
205,190111140072,1901,1114,0072,경주 남산 삼릉곡 제7사지 옥개석,Samneunggok The seventh limb roof rocks,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,217.08000000000,129.21777780000,35.79305560000,Y,삼릉곡 제2사지에서 계곡을 따라 200m정도 오르다 오른쪽으로 갈라지는 쪽으로 다시 약 300m 오르면 삼릉곡 제7사지 축대가 나타나고 옥개석과 장대석이 옆에 있다.
206,190111140073,1901,1114,0073,경주 남산 삼릉곡 제8사지 축대,Samneunggok Article 8 limbs embankment,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,사지,자연보존지구,통일신라,1,국유,경주시,1,1,264.91000000000,129.21888890000,35.79250000000,Y,삼릉곡 제8사지는 삼릉곡 제7사지에서 200m정도 올라가서 축대가 있는 곳이다. 현존하는 축대의 크기는 160×120㎝이며 그곳에서 북동 방향으로 60m 오르면 건물지로 추정되는 곳에 방형대석1기가 있다.
207,190111020013,1901,1102,0013,경주 남산 삼릉계 석조여래좌상,Samneunggok Seokbul Jwasang Statue,남산지구,제666호,1,1,0.00000000000,경북 경주시 배동 산72-6,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,233.69000000000,129.21824080000,35.79536330000,Y,얼음골(냉곡 冷谷)이라고 부르는 삼릉계곡의 왼쪽 능선 위 화강암을 조각하여 만든 불상이다. 머리에는 작은 소라 모양의 머리칼을 붙여 놓았으며 정수리 부근에는 큼직한 상투 모양의 머리(육계)가 자리 잡고 있다.
208,190111140075,1901,1114,0075,경주 남산 삼릉곡 제9사지 선각보살입상,Samneunggok Ninth limb hull Bodhisattva figurine,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,236.87000000000,129.21833330000,35.79508330000,Y,삼릉곡 제9사지 선각보살입상은 다리위로 흘러내린 옷주름이 길게 드리워져 있는 띠와 장식으로 보아 보살상으로 추정되며 위치는 상선암 요사체 바로 옆에 있다.
209,190111140080,1901,1114,0080,경주 남산 삼릉곡 제6사지 마애선각여래좌상,Samneunggok The sixth limb stone Buddha,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,236.07000000000,129.21833330000,35.79527780000,Y,보물 제666호인 석조여래좌상에서 계곡을 건너 상류로 향하는 등산로에서 서쪽 암반을 바라보면 삼릉곡 제6사지 마애선각여래좌상이 선각으로 새겨져 있다. 자세히 보면 머리와 어깨 부분은 어느 정도 윤곽이 드러나 보이지만 하반신은 새겨져 있지 않은 미완성 작품이다.
210,190111080003,1901,1108,0003,삼릉계곡선각여래좌상,Samneunggok Seongakyeorae Jwasang,남산지구,제159호,1,1,0.00000000000,경북 경주시 배동 산72-6,경상북도 경주시 남산순환로 341-126,종교신앙유적,불상,자연환경지구,고려시대,2,국유,경주시,0,1,255.07000000000,129.21881440000,35.79523530000,Y,경주시 배동 삼릉계곡에 있는 높이 10m가량 되는 바위에 새겨진 앉아 있는 모습의 여래상이다. 이곳은 신라 아달라왕 신덕왕 경명왕의 큰 무덤이 있어서 삼릉계곡이라고 불리는 곳이다.
211,190111140082,1901,1114,0082,경주 남산 포석곡 제9사지 상사바위,Namsan poseokgok 9th saji sangsa rock,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,민속유적,전설유적,자연보존지구,통일신라,1,국유,경주시,1,1,345.36000000000,129.22186110000,35.79497220000,Y,"포석곡 제9사지에는 상사바위가 있다. 서쪽 자락에서 보면 웅장해 보이는 바위의 동면에는 작은 감실이 패어져 있다. 감실 옆에는 작은 소불이 놓여져 있고, 반대편에는 남근석이 세워져 있다."
212,190111080002,1901,1108,0002,삼릉계곡마애석가여래좌상,Samneunggok Maae Seokga Yeorae Jwasang,남산지구,제158호,1,1,0.00000000000,경북 경주시 배동 산72-6,경상북도 경주시 남산순환로 341-126,종교신앙유적,불상,자연보존지구,통일신라,2,국유,경주시,1,1,373.84000000000,129.22175330000,35.79569890000,Y,경주시 배동의 거대한 자연 바위벽에 새긴 앉아 있는 모습의 석가여래좌상이다. 높이 7m 너비 5m가 되는 거대한 자연 바위벽에 6m 높이로 새겨 놓았다. 전체적인 양식으로 보아 통일신라 후기에 유행하던 양식의 마애불로 추정된다.
213,190111140074,1901,1114,0074,경주 남산 삼릉곡 제9사지 마애선각불,Samneunggok Limb Carved hull fire,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,373.84000000000,129.22166670000,35.79555560000,Y,삼릉곡 제9사지 마애여래좌상과 같은 바위의 배면(背面)에 또 하나의 마애선각여래좌상이 있다.
214,190111140081,1901,1114,0081,경주 남산 선방곡 제4사지 석조여래입상,Namsan seonbanggok 4th saji seokjoyeoraeipsang,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산47,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,376.01000000000,129.22125000000,35.79575000000,Y,선방곡 제4사지 불상은 자연바위에 선각으로 새겨져 있으며 복연의 연화대좌 위에 서 있으며 원형의 두광과 신광을 갖추고 있다.
215,190111140071,1901,1114,0071,경주 남산 금송정터,Namsan geumsongjeongteo,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산46,,민속유적,전설유적,자연보존지구,통일신라,1,국유,경주시,1,1,416.90000000000,129.22194440000,35.79583330000,Y,동국여지승람(東國輿地勝覽)에 의하면 신라 경덕왕 때 옥보고란 사람이 지리산에 들어가 거문고를 배운지 오십년만에 스스로 신조를 지어 타자 현조가 날아와서 춤을 추었으므로 현학금 또는 현금이라 부르며 금송정은 실고(實高)가 노닐며 즐기던 곳이라 기록되어 있다.
216,190111140086,1901,1114,0086,경주 남산 포석곡 제9사지 산신당,Namsan poseokgok 9th saji Sansindang,남산지구,,1,1,0.00000000000,경북 경주시 내남면 배동 산72-6,,민속유적,전설유적,자연보존지구,조선시대,1,국유,경주시,1,1,408.46000000000,129.22258330000,35.79525000000,Y,동경잡기 기록에 의하면 산아당은 금오산에 있는데 아기를 낳는 모양을 돌에 새겨 놓았다. 신라 때 자손을 얻고자하는 사람들이 빌던 곳이라 전하는데 가위와 칼자국이 남아있다 라고 전한다.
217,190111140061,1901,1114,0061,경주 남산 용장계 열반곡 제1사지,Namsan yongjanggye yeolbangok 1st saji,남산지구,,1,2,0.00000000000,경북 경주시 내나면 용장리 산130,경상북도 경주시 내남면 용장2길 107-5,종교신앙유적,사지,자연환경지구,통일신라,1,국유,경주시,1,1,171.42000000000,129.21583330000,35.77361110000,Y,열반이란 완전히 도(道)를 닦아 속세의 모든 욕심과 번뇌를 떠나서 고요하고 안정된 부처님의 경지에 이른다는 말이니 열반곡이란 이러한 부처님의 세계로 통하는 골짜기라는 뜻이다.
218,190111140056,1901,1114,0056,경주 남산 열반곡 제2사지 탑재,Namsan yeolbangok 2nd saji tapjae,남산지구,,1,2,0.00000000000,경북 경주시 내남면 용장리 산128,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,271.17000000000,129.21861110000,35.77250000000,Y,열반곡 제1사지에서 능선을 따라 약 200m 오르면 범굴이 나타난다 . 범굴에서 맞은편으로 건물지 축대가 있는 곳이 바로 열반곡 제2사지이다.
219,190111140063,1901,1114,0063,경주 남산 용장계 열반곡 제3사지(현 관음사) 탑재,Namsan yongjanggye yeolbangok 3th saji tapjae,남산지구,,1,5,0.00000000000,경북 경주시 내남면 용장리 산130,경상북도 경주시 내남면 용장2길 107-5,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,271.17000000000,129.21833330000,35.77166670000,Y,용장계 입구에서 포장도로를 따라 오르다 끝나는 곳에 현존 사찰 관음사 일대가 열반곡 제3사지이다. 관음사는 태고종 사찰로 현재 경내에는 법당과 요사채 3동이 있으며 5점의 탑재가 존재한다.
220,190111140044,1901,1114,0044,용장계 지곡 제4사지 축대,Yongjanggye jigok 4th saji chukdae,남산지구,,1,1,0.00000000000,경북 경주시 남산동 산36-4,,종교신앙유적,사지,자연보존지구,통일신라,1,국유,경주시,1,1,463.77000000000,129.22750000000,35.76888890000,Y,산정호수에서 고위산 정상 방향으로 350m 정도 올라가면 축대가 있는 곳이 지곡 제4사지이다 사지는 3단의 계단식으로 되어 있으며 조릿대와 등나무로 뒤덮여 있으며 확인된 축대의 높이는 너비 약5m 높이 약2m 정도 확인 되었다.
221,190111080009,1901,1108,0009,경주침식곡석불좌상,Gyeongju chimsikgok seokbuljwasang,남산지구,제112호,1,1,0.00000000000,경북 경주시 내남면 노곡리 산125-1,,종교신앙유적,불상,자연보존지구,통일신라,2,국유,경주시,0,3,450.13000000000,129.23224830000,35.76519560000,Y,경주시 내남면 백운암 동편의 침식골에 있는 이 불상은 현재 머리 부분이 없어졌으나 나머지 부분들은 대체로 잘 남아 있다. 불상의 목에는 3줄의 주름인 삼도(三道)가 선명하게 표현되어 있다.
222,190111140017,1901,1114,0017,봉화곡 제2사지 신선암 암자터,Bonghwagok 2nd saji sinseonam amjateo,남산지구,,1,1,0.00000000000,경북 경주시 남산동 산 36-4,,종교신앙유적,사지,자연보존지구,통일신라,1,국유,경주시,1,1,443.99000000000,129.23472220000,35.77166670000,Y,봉화곡 제1사지에서 우측으로 난 소로를 따라 오르면 바위에 축대를 쌓아 평지를 만들고 1.5m 높이의 돌 축대를 쌓아 건물지를 만들었는데 이곳이 봉화곡 제2사지이다.
223,190111020012,1901,1102,0012,경주 남산 신선암 마애 보살반가상,Gyeongju namsan sinseonam maaebosalbangasang,남산지구,제199호,1,1,0.00000000000,경북 경주시 남산동 산36-4,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,428.33000000000,129.23500250000,35.77163000000,Y,경주 남산 봉화골의 정상 가까이에 있으며 인근에 칠불암 마애불상군이 있다. 남향 바위면을 주형의 감실처럼 얕게 파내어 그 안에 고부조로 조각했다. 특이하게 유희좌를 취하고 있으며 화려하게 장식된 삼면보관을 쓰고 있다.
224,190111010001,1901,1101,0001,경주남산 칠불암마애불상군,Namsan Chilburam Maaeseokbulsanggun,남산지구,제312호,1,7,0.00000000000,경북 경주시 남산동 산36-4,,종교신앙유적,불상,자연보존지구,통일신라,1,국유,경주시,1,1,387.70000000000,129.23537030000,35.77148140000,Y,경주 남산 봉화골 정상 가까이에 있으며 마애삼존불과 사방불로 구성된다. 모두 합하여 7구의 불상이 되므로 칠불암이라고 부르고 있다. 마애삼존불은 암벽면을 이용하여 고부조로 조각되어 있다.
225,190111140025,1901,1114,0025,봉화곡 제1사지 칠불암 탑재,Bonghwagok 1st chilbulam tapjae,남산지구,,1,7,0.00000000000,경북 경주시 남산동 산36-4,,종교신앙유적,불탑,자연보존지구,통일신라,1,국유,경주시,1,1,383.42000000000,129.23583330000,35.77138890000,Y,"봉화곡 제1사지 칠불암에 옥개석 3매, 탑신석 2매, 기단갑석 2매, 추정 노반석을 모아 놓았다. 가장 위 옥개석은 3단의 옥개받침과 1단의 탑신받침이 있으며 아래 탑신석은 60×60×26㎝이며, 방형의 석재이다."
226,190111140026,1901,1114,0026,봉화곡 제1사지 칠불암 內 석재,Bonghwagok 1st chilbulam Inside seokjae,남산지구,,1,3,0.00000000000,경북 경주시 남산동 산36-4,,종교신앙유적,기타,자연보존지구,통일신라,1,국유,경주시,1,1,381.97000000000,129.23527780000,35.77138890000,Y,봉화곡 제2사지 칠불암 경내에 있는 다수의 석재들이 불상 정면에 석등대석 과 초석 옥개석등이 진열되어 있다. 최근에 법당을 증축한 후에도 석재들이 추가되어 잘 정비 되어 있다.
